Year,Date,Day,LandAverageTemperature,LandAverageTemperatureUncertainty,LandMaxTemperature,LandMaxTemperatureUncertainty,LandMinTemperature,LandMinTemperatureUncertainty,LandAndOceanAverageTemperature,LandAndOceanAverageTemperatureUncertainty
1821,4,1,7.739,0.858,NULL,NULL,NULL,NULL,NULL,NULL
1821,5,1,11.3,1.392,NULL,NULL,NULL,NULL,NULL,NULL
1821,6,1,12.608,1.424,NULL,NULL,NULL,NULL,NULL,NULL
1821,7,1,13.039,1.289,NULL,NULL,NULL,NULL,NULL,NULL
1821,8,1,13.145,1.482,NULL,NULL,NULL,NULL,NULL,NULL
1821,9,1,10.178,1.219,NULL,NULL,NULL,NULL,NULL,NULL
1821,10,1,8.535,0.924,NULL,NULL,NULL,NULL,NULL,NULL
1821,11,1,5.601,1.802,NULL,NULL,NULL,NULL,NULL,NULL
1821,12,1,2.717,1.278,NULL,NULL,NULL,NULL,NULL,NULL
1822,1,1,2.759,2.416,NULL,NULL,NULL,NULL,NULL,NULL
1822,2,1,4.465,1.83,NULL,NULL,NULL,NULL,NULL,NULL
1822,3,1,7.787,2.016,NULL,NULL,NULL,NULL,NULL,NULL
1822,4,1,8.278,1.295,NULL,NULL,NULL,NULL,NULL,NULL
1822,5,1,10.486,1.159,NULL,NULL,NULL,NULL,NULL,NULL
1822,6,1,13.067,0.899,NULL,NULL,NULL,NULL,NULL,NULL
1822,7,1,14.212,1.068,NULL,NULL,NULL,NULL,NULL,NULL
1822,8,1,13.215,0.896,NULL,NULL,NULL,NULL,NULL,NULL
1822,9,1,10.695,0.869,NULL,NULL,NULL,NULL,NULL,NULL
1822,10,1,7.774,1.163,NULL,NULL,NULL,NULL,NULL,NULL
1822,11,1,4.501,1.345,NULL,NULL,NULL,NULL,NULL,NULL
1822,12,1,1.021,1.547,NULL,NULL,NULL,NULL,NULL,NULL
1823,1,1,1.758,1.796,NULL,NULL,NULL,NULL,NULL,NULL
1823,2,1,1.966,1.93,NULL,NULL,NULL,NULL,NULL,NULL
1823,3,1,5.068,1.192,NULL,NULL,NULL,NULL,NULL,NULL
1823,4,1,7.665,1.677,NULL,NULL,NULL,NULL,NULL,NULL
1823,5,1,10.563,0.922,NULL,NULL,NULL,NULL,NULL,NULL
1823,6,1,13.958,1.125,NULL,NULL,NULL,NULL,NULL,NULL
1823,7,1,14.197,1.026,NULL,NULL,NULL,NULL,NULL,NULL
1823,8,1,13.13,0.694,NULL,NULL,NULL,NULL,NULL,NULL
1823,9,1,10.198,1.083,NULL,NULL,NULL,NULL,NULL,NULL
1823,10,1,7.642,1.24,NULL,NULL,NULL,NULL,NULL,NULL
1823,11,1,4.508,2.079,NULL,NULL,NULL,NULL,NULL,NULL
1823,12,1,1.971,1.583,NULL,NULL,NULL,NULL,NULL,NULL
1824,1,1,2.651,1.432,NULL,NULL,NULL,NULL,NULL,NULL
1824,2,1,2.679,1.784,NULL,NULL,NULL,NULL,NULL,NULL
1824,3,1,5.357,1.355,NULL,NULL,NULL,NULL,NULL,NULL
1824,4,1,8.375,1.288,NULL,NULL,NULL,NULL,NULL,NULL
1824,5,1,11.132,1.136,NULL,NULL,NULL,NULL,NULL,NULL
1824,6,1,13.427,1.953,NULL,NULL,NULL,NULL,NULL,NULL
1824,7,1,14.83,2.158,NULL,NULL,NULL,NULL,NULL,NULL
1824,8,1,13.437,0.924,NULL,NULL,NULL,NULL,NULL,NULL
1824,9,1,11.528,1.557,NULL,NULL,NULL,NULL,NULL,NULL
1824,10,1,8.197,0.774,NULL,NULL,NULL,NULL,NULL,NULL
1824,11,1,5.877,1.199,NULL,NULL,NULL,NULL,NULL,NULL
1824,12,1,5.076,1.814,NULL,NULL,NULL,NULL,NULL,NULL
1825,1,1,3.213,1.913,NULL,NULL,NULL,NULL,NULL,NULL
1825,2,1,3.092,1.479,NULL,NULL,NULL,NULL,NULL,NULL
1825,3,1,5.365,1.646,NULL,NULL,NULL,NULL,NULL,NULL
1825,4,1,8.988,1.964,NULL,NULL,NULL,NULL,NULL,NULL
1825,5,1,10.751,1.325,NULL,NULL,NULL,NULL,NULL,NULL
1825,6,1,13.765,1.049,NULL,NULL,NULL,NULL,NULL,NULL
1825,7,1,14.007,1.163,NULL,NULL,NULL,NULL,NULL,NULL
1825,8,1,13.269,1.335,NULL,NULL,NULL,NULL,NULL,NULL
1825,9,1,11.148,0.978,NULL,NULL,NULL,NULL,NULL,NULL
1825,10,1,7.979,1.261,NULL,NULL,NULL,NULL,NULL,NULL
1825,11,1,6.058,2.412,NULL,NULL,NULL,NULL,NULL,NULL
1825,12,1,3.037,1.569,NULL,NULL,NULL,NULL,NULL,NULL
1826,1,1,1.893,1.68,NULL,NULL,NULL,NULL,NULL,NULL
1826,2,1,1.533,1.619,NULL,NULL,NULL,NULL,NULL,NULL
1826,3,1,4.888,1.669,NULL,NULL,NULL,NULL,NULL,NULL
1826,4,1,8.403,2.204,NULL,NULL,NULL,NULL,NULL,NULL
1826,5,1,11.804,0.826,NULL,NULL,NULL,NULL,NULL,NULL
1826,6,1,13.02,1.539,NULL,NULL,NULL,NULL,NULL,NULL
1826,7,1,14.482,1.134,NULL,NULL,NULL,NULL,NULL,NULL
1826,8,1,13.109,1.511,NULL,NULL,NULL,NULL,NULL,NULL
1826,9,1,11.178,1.779,NULL,NULL,NULL,NULL,NULL,NULL
1826,10,1,8.459,1.789,NULL,NULL,NULL,NULL,NULL,NULL
1826,11,1,6.634,1.145,NULL,NULL,NULL,NULL,NULL,NULL
1826,12,1,4.876,1.82,NULL,NULL,NULL,NULL,NULL,NULL
1827,1,1,3.593,2.328,NULL,NULL,NULL,NULL,NULL,NULL
1827,2,1,4.415,1.952,NULL,NULL,NULL,NULL,NULL,NULL
1827,3,1,6.141,1.356,NULL,NULL,NULL,NULL,NULL,NULL
1827,4,1,9.429,2.669,NULL,NULL,NULL,NULL,NULL,NULL
1827,5,1,11.807,1.393,NULL,NULL,NULL,NULL,NULL,NULL
1827,6,1,13.548,1.228,NULL,NULL,NULL,NULL,NULL,NULL
1827,7,1,14.684,0.662,NULL,NULL,NULL,NULL,NULL,NULL
1827,8,1,13.694,0.79,NULL,NULL,NULL,NULL,NULL,NULL
1827,9,1,10.883,0.66,NULL,NULL,NULL,NULL,NULL,NULL
1827,10,1,8.51,1.222,NULL,NULL,NULL,NULL,NULL,NULL
1827,11,1,6.279,1.236,NULL,NULL,NULL,NULL,NULL,NULL
1827,12,1,2.722,1.827,NULL,NULL,NULL,NULL,NULL,NULL
1828,1,1,0.595,2.036,NULL,NULL,NULL,NULL,NULL,NULL
1828,2,1,1.853,2.002,NULL,NULL,NULL,NULL,NULL,NULL
1828,3,1,5.729,1.871,NULL,NULL,NULL,NULL,NULL,NULL
1828,4,1,8.737,1.471,NULL,NULL,NULL,NULL,NULL,NULL
1828,5,1,11.281,1.412,NULL,NULL,NULL,NULL,NULL,NULL
1828,6,1,14.124,1.081,NULL,NULL,NULL,NULL,NULL,NULL
1828,7,1,14.384,1.753,NULL,NULL,NULL,NULL,NULL,NULL
1828,8,1,13.635,0.975,NULL,NULL,NULL,NULL,NULL,NULL
1828,9,1,10.08,1.078,NULL,NULL,NULL,NULL,NULL,NULL
1828,10,1,8.656,1.832,NULL,NULL,NULL,NULL,NULL,NULL
1828,11,1,5.957,1.765,NULL,NULL,NULL,NULL,NULL,NULL
1828,12,1,2.953,2.505,NULL,NULL,NULL,NULL,NULL,NULL
1829,1,1,2.032,1.931,NULL,NULL,NULL,NULL,NULL,NULL
1829,2,1,1.715,1.959,NULL,NULL,NULL,NULL,NULL,NULL
1829,3,1,5.061,1.294,NULL,NULL,NULL,NULL,NULL,NULL
1829,4,1,7.815,1,NULL,NULL,NULL,NULL,NULL,NULL
1829,5,1,11.336,1.123,NULL,NULL,NULL,NULL,NULL,NULL
1829,6,1,12.86,1.312,NULL,NULL,NULL,NULL,NULL,NULL
1829,7,1,14.225,0.912,NULL,NULL,NULL,NULL,NULL,NULL
1829,8,1,13.399,0.86,NULL,NULL,NULL,NULL,NULL,NULL
1829,9,1,10.598,0.776,NULL,NULL,NULL,NULL,NULL,NULL
1829,10,1,8.806,1.312,NULL,NULL,NULL,NULL,NULL,NULL
1829,11,1,5.003,1.449,NULL,NULL,NULL,NULL,NULL,NULL
1829,12,1,2.452,1.909,NULL,NULL,NULL,NULL,NULL,NULL
1830,1,1,2.957,2.346,NULL,NULL,NULL,NULL,NULL,NULL
1830,2,1,4.085,1.896,NULL,NULL,NULL,NULL,NULL,NULL
1830,3,1,4.454,1.369,NULL,NULL,NULL,NULL,NULL,NULL
1830,4,1,8.841,1.098,NULL,NULL,NULL,NULL,NULL,NULL
1830,5,1,10.202,1.01,NULL,NULL,NULL,NULL,NULL,NULL
1830,6,1,12.827,1.718,NULL,NULL,NULL,NULL,NULL,NULL
1830,7,1,14.942,1.839,NULL,NULL,NULL,NULL,NULL,NULL
1830,8,1,13.386,0.643,NULL,NULL,NULL,NULL,NULL,NULL
1830,9,1,10.54,1.023,NULL,NULL,NULL,NULL,NULL,NULL
1830,10,1,7.993,1.18,NULL,NULL,NULL,NULL,NULL,NULL
1830,11,1,7.493,1.728,NULL,NULL,NULL,NULL,NULL,NULL
1830,12,1,4.481,1.327,NULL,NULL,NULL,NULL,NULL,NULL
1831,1,1,2.182,2.217,NULL,NULL,NULL,NULL,NULL,NULL
1831,2,1,2.479,3.541,NULL,NULL,NULL,NULL,NULL,NULL
1831,3,1,4.558,1.616,NULL,NULL,NULL,NULL,NULL,NULL
1831,4,1,7.731,0.908,NULL,NULL,NULL,NULL,NULL,NULL
1831,5,1,10.994,1.285,NULL,NULL,NULL,NULL,NULL,NULL
1831,6,1,13.203,1.882,NULL,NULL,NULL,NULL,NULL,NULL
1831,7,1,13.58,1.172,NULL,NULL,NULL,NULL,NULL,NULL
1831,8,1,12.49,0.793,NULL,NULL,NULL,NULL,NULL,NULL
1831,9,1,9.946,0.954,NULL,NULL,NULL,NULL,NULL,NULL
1831,10,1,7.83,1.068,NULL,NULL,NULL,NULL,NULL,NULL
1831,11,1,4.412,1.358,NULL,NULL,NULL,NULL,NULL,NULL
1831,12,1,2.265,1.584,NULL,NULL,NULL,NULL,NULL,NULL
1832,1,1,1.717,1.757,NULL,NULL,NULL,NULL,NULL,NULL
1832,2,1,1.833,1.656,NULL,NULL,NULL,NULL,NULL,NULL
1832,3,1,4.65,1.374,NULL,NULL,NULL,NULL,NULL,NULL
1832,4,1,8.059,1.059,NULL,NULL,NULL,NULL,NULL,NULL
1832,5,1,10.489,1.252,NULL,NULL,NULL,NULL,NULL,NULL
1832,6,1,12.857,1.126,NULL,NULL,NULL,NULL,NULL,NULL
1832,7,1,13.727,2.067,NULL,NULL,NULL,NULL,NULL,NULL
1832,8,1,11.966,1.309,NULL,NULL,NULL,NULL,NULL,NULL
1832,9,1,10.426,1.194,NULL,NULL,NULL,NULL,NULL,NULL
1832,10,1,8.634,0.983,NULL,NULL,NULL,NULL,NULL,NULL
1832,11,1,4.262,1.914,NULL,NULL,NULL,NULL,NULL,NULL
1832,12,1,0.782,2.794,NULL,NULL,NULL,NULL,NULL,NULL
1833,1,1,2.006,1.76,NULL,NULL,NULL,NULL,NULL,NULL
1833,2,1,2.815,1.354,NULL,NULL,NULL,NULL,NULL,NULL
1833,3,1,4.521,1.367,NULL,NULL,NULL,NULL,NULL,NULL
1833,4,1,7.869,1.076,NULL,NULL,NULL,NULL,NULL,NULL
1833,5,1,10.581,0.961,NULL,NULL,NULL,NULL,NULL,NULL
1833,6,1,13.049,0.883,NULL,NULL,NULL,NULL,NULL,NULL
1833,7,1,13.803,1.42,NULL,NULL,NULL,NULL,NULL,NULL
1833,8,1,13.222,0.835,NULL,NULL,NULL,NULL,NULL,NULL
1833,9,1,11.236,0.819,NULL,NULL,NULL,NULL,NULL,NULL
1833,10,1,7.9,1.108,NULL,NULL,NULL,NULL,NULL,NULL
1833,11,1,6.596,1.388,NULL,NULL,NULL,NULL,NULL,NULL
1833,12,1,2.558,1.831,NULL,NULL,NULL,NULL,NULL,NULL
1834,1,1,0.334,2.032,NULL,NULL,NULL,NULL,NULL,NULL
1834,2,1,2.329,1.483,NULL,NULL,NULL,NULL,NULL,NULL
1834,3,1,5.736,1.28,NULL,NULL,NULL,NULL,NULL,NULL
1834,4,1,8.085,1.11,NULL,NULL,NULL,NULL,NULL,NULL
1834,5,1,11.234,0.697,NULL,NULL,NULL,NULL,NULL,NULL
1834,6,1,12.799,0.761,NULL,NULL,NULL,NULL,NULL,NULL
1834,7,1,14.197,1.186,NULL,NULL,NULL,NULL,NULL,NULL
1834,8,1,13.412,0.866,NULL,NULL,NULL,NULL,NULL,NULL
1834,9,1,11.571,0.731,NULL,NULL,NULL,NULL,NULL,NULL
1834,10,1,8.617,0.773,NULL,NULL,NULL,NULL,NULL,NULL
1834,11,1,6.355,1.849,NULL,NULL,NULL,NULL,NULL,NULL
1834,12,1,3.092,1.059,NULL,NULL,NULL,NULL,NULL,NULL
1835,1,1,2.551,1.755,NULL,NULL,NULL,NULL,NULL,NULL
1835,2,1,2.967,1.464,NULL,NULL,NULL,NULL,NULL,NULL
1835,3,1,4.507,1.136,NULL,NULL,NULL,NULL,NULL,NULL
1835,4,1,7.769,1.079,NULL,NULL,NULL,NULL,NULL,NULL
1835,5,1,10.171,1.447,NULL,NULL,NULL,NULL,NULL,NULL
1835,6,1,12.007,0.992,NULL,NULL,NULL,NULL,NULL,NULL
1835,7,1,13.129,0.693,NULL,NULL,NULL,NULL,NULL,NULL
1835,8,1,12.322,0.805,NULL,NULL,NULL,NULL,NULL,NULL
1835,9,1,9.942,0.925,NULL,NULL,NULL,NULL,NULL,NULL
1835,10,1,7.835,1.021,NULL,NULL,NULL,NULL,NULL,NULL
1835,11,1,4.312,1.419,NULL,NULL,NULL,NULL,NULL,NULL
1835,12,1,1.198,2.568,NULL,NULL,NULL,NULL,NULL,NULL
1836,1,1,1.67,1.698,NULL,NULL,NULL,NULL,NULL,NULL
1836,2,1,2.371,1.611,NULL,NULL,NULL,NULL,NULL,NULL
1836,3,1,5.448,1.208,NULL,NULL,NULL,NULL,NULL,NULL
1836,4,1,7.315,0.983,NULL,NULL,NULL,NULL,NULL,NULL
1836,5,1,10.279,1.297,NULL,NULL,NULL,NULL,NULL,NULL
1836,6,1,12.549,0.893,NULL,NULL,NULL,NULL,NULL,NULL
1836,7,1,13.646,0.6,NULL,NULL,NULL,NULL,NULL,NULL
1836,8,1,12.83,1.362,NULL,NULL,NULL,NULL,NULL,NULL
1836,9,1,10.812,0.975,NULL,NULL,NULL,NULL,NULL,NULL
1836,10,1,8.756,1.131,NULL,NULL,NULL,NULL,NULL,NULL
1836,11,1,3.814,1.192,NULL,NULL,NULL,NULL,NULL,NULL
1836,12,1,2.86,1.083,NULL,NULL,NULL,NULL,NULL,NULL
1837,1,1,1.94,2.033,NULL,NULL,NULL,NULL,NULL,NULL
1837,2,1,2.619,1.893,NULL,NULL,NULL,NULL,NULL,NULL
1837,3,1,3.865,1.326,NULL,NULL,NULL,NULL,NULL,NULL
1837,4,1,6.556,1.017,NULL,NULL,NULL,NULL,NULL,NULL
1837,5,1,9.973,1.574,NULL,NULL,NULL,NULL,NULL,NULL
1837,6,1,12.099,0.798,NULL,NULL,NULL,NULL,NULL,NULL
1837,7,1,13.526,1.618,NULL,NULL,NULL,NULL,NULL,NULL
1837,8,1,13.018,1.224,NULL,NULL,NULL,NULL,NULL,NULL
1837,9,1,10.805,0.664,NULL,NULL,NULL,NULL,NULL,NULL
1837,10,1,7.653,0.851,NULL,NULL,NULL,NULL,NULL,NULL
1837,11,1,4.169,1.307,NULL,NULL,NULL,NULL,NULL,NULL
1837,12,1,2.285,1.186,NULL,NULL,NULL,NULL,NULL,NULL
1838,1,1,-0.557,1.999,NULL,NULL,NULL,NULL,NULL,NULL
1838,2,1,1.563,1.622,NULL,NULL,NULL,NULL,NULL,NULL
1838,3,1,3.723,1.472,NULL,NULL,NULL,NULL,NULL,NULL
1838,4,1,7.383,1.339,NULL,NULL,NULL,NULL,NULL,NULL
1838,5,1,9.985,0.822,NULL,NULL,NULL,NULL,NULL,NULL
1838,6,1,12.742,0.631,NULL,NULL,NULL,NULL,NULL,NULL
1838,7,1,14.367,0.884,NULL,NULL,NULL,NULL,NULL,NULL
1838,8,1,13.568,0.986,NULL,NULL,NULL,NULL,NULL,NULL
1838,9,1,11.106,0.889,NULL,NULL,NULL,NULL,NULL,NULL
1838,10,1,8.526,1.021,NULL,NULL,NULL,NULL,NULL,NULL
1838,11,1,5.16,1.044,NULL,NULL,NULL,NULL,NULL,NULL
1838,12,1,2.613,1.239,NULL,NULL,NULL,NULL,NULL,NULL
1839,1,1,2.156,1.681,NULL,NULL,NULL,NULL,NULL,NULL
1839,2,1,3.482,1.546,NULL,NULL,NULL,NULL,NULL,NULL
1839,3,1,2.673,1.493,NULL,NULL,NULL,NULL,NULL,NULL
1839,4,1,7.892,0.92,NULL,NULL,NULL,NULL,NULL,NULL
1839,5,1,10.289,0.68,NULL,NULL,NULL,NULL,NULL,NULL
1839,6,1,12.548,0.839,NULL,NULL,NULL,NULL,NULL,NULL
1839,7,1,14.411,0.942,NULL,NULL,NULL,NULL,NULL,NULL
1839,8,1,14.07,1.296,NULL,NULL,NULL,NULL,NULL,NULL
1839,9,1,10.853,0.714,NULL,NULL,NULL,NULL,NULL,NULL
1839,10,1,8.219,0.972,NULL,NULL,NULL,NULL,NULL,NULL
1839,11,1,3.92,1.451,NULL,NULL,NULL,NULL,NULL,NULL
1839,12,1,1.074,1.619,NULL,NULL,NULL,NULL,NULL,NULL
1840,1,1,2.561,1.468,NULL,NULL,NULL,NULL,NULL,NULL
1840,2,1,2.102,1.561,NULL,NULL,NULL,NULL,NULL,NULL
1840,3,1,4.04,1.469,NULL,NULL,NULL,NULL,NULL,NULL
1840,4,1,7.943,0.776,NULL,NULL,NULL,NULL,NULL,NULL
1840,5,1,11.173,0.698,NULL,NULL,NULL,NULL,NULL,NULL
1840,6,1,13.411,1.028,NULL,NULL,NULL,NULL,NULL,NULL
1840,7,1,14.714,0.462,NULL,NULL,NULL,NULL,NULL,NULL
1840,8,1,13.086,0.936,NULL,NULL,NULL,NULL,NULL,NULL
1840,9,1,11.01,0.586,NULL,NULL,NULL,NULL,NULL,NULL
1840,10,1,7.505,0.853,NULL,NULL,NULL,NULL,NULL,NULL
1840,11,1,4.101,0.982,NULL,NULL,NULL,NULL,NULL,NULL
1840,12,1,1.909,1.075,NULL,NULL,NULL,NULL,NULL,NULL
1841,1,1,0.649,1.761,NULL,NULL,NULL,NULL,NULL,NULL
1841,2,1,2.468,1.602,NULL,NULL,NULL,NULL,NULL,NULL
1841,3,1,3.307,1.324,NULL,NULL,NULL,NULL,NULL,NULL
1841,4,1,6.77,0.942,NULL,NULL,NULL,NULL,NULL,NULL
1841,5,1,10.764,0.573,NULL,NULL,NULL,NULL,NULL,NULL
1841,6,1,13.062,0.64,NULL,NULL,NULL,NULL,NULL,NULL
1841,7,1,14.552,0.737,NULL,NULL,NULL,NULL,NULL,NULL
1841,8,1,13.708,0.749,NULL,NULL,NULL,NULL,NULL,NULL
1841,9,1,10.921,0.583,NULL,NULL,NULL,NULL,NULL,NULL
1841,10,1,8.765,0.654,NULL,NULL,NULL,NULL,NULL,NULL
1841,11,1,4.744,0.878,NULL,NULL,NULL,NULL,NULL,NULL
1841,12,1,2.548,0.981,NULL,NULL,NULL,NULL,NULL,NULL
1842,1,1,1.636,1.64,NULL,NULL,NULL,NULL,NULL,NULL
1842,2,1,2.787,1.56,NULL,NULL,NULL,NULL,NULL,NULL
1842,3,1,5.75,1.164,NULL,NULL,NULL,NULL,NULL,NULL
1842,4,1,8.31,0.76,NULL,NULL,NULL,NULL,NULL,NULL
1842,5,1,10.535,0.643,NULL,NULL,NULL,NULL,NULL,NULL
1842,6,1,12.629,0.661,NULL,NULL,NULL,NULL,NULL,NULL
1842,7,1,13.584,0.509,NULL,NULL,NULL,NULL,NULL,NULL
1842,8,1,13.241,0.642,NULL,NULL,NULL,NULL,NULL,NULL
1842,9,1,10.94,0.677,NULL,NULL,NULL,NULL,NULL,NULL
1842,10,1,8.307,0.759,NULL,NULL,NULL,NULL,NULL,NULL
1842,11,1,4.824,0.792,NULL,NULL,NULL,NULL,NULL,NULL
1842,12,1,3.73,0.963,NULL,NULL,NULL,NULL,NULL,NULL
1843,1,1,2.974,1.212,NULL,NULL,NULL,NULL,NULL,NULL
1843,2,1,3.92,1.045,NULL,NULL,NULL,NULL,NULL,NULL
1843,3,1,4.744,0.88,NULL,NULL,NULL,NULL,NULL,NULL
1843,4,1,7.83,0.691,NULL,NULL,NULL,NULL,NULL,NULL
1843,5,1,10.04,0.636,NULL,NULL,NULL,NULL,NULL,NULL
1843,6,1,12.53,0.523,NULL,NULL,NULL,NULL,NULL,NULL
1843,7,1,13.991,0.545,NULL,NULL,NULL,NULL,NULL,NULL
1843,8,1,13.295,0.564,NULL,NULL,NULL,NULL,NULL,NULL
1843,9,1,11.326,0.534,NULL,NULL,NULL,NULL,NULL,NULL
1843,10,1,8.722,0.596,NULL,NULL,NULL,NULL,NULL,NULL
1843,11,1,4.947,0.775,NULL,NULL,NULL,NULL,NULL,NULL
1843,12,1,3.765,0.997,NULL,NULL,NULL,NULL,NULL,NULL
1844,1,1,1.868,1.17,NULL,NULL,NULL,NULL,NULL,NULL
1844,2,1,2.038,1.137,NULL,NULL,NULL,NULL,NULL,NULL
1844,3,1,4.734,0.999,NULL,NULL,NULL,NULL,NULL,NULL
1844,4,1,7.389,0.81,NULL,NULL,NULL,NULL,NULL,NULL
1844,5,1,10.109,0.648,NULL,NULL,NULL,NULL,NULL,NULL
1844,6,1,12.84,0.724,NULL,NULL,NULL,NULL,NULL,NULL
1844,7,1,13.921,0.605,NULL,NULL,NULL,NULL,NULL,NULL
1844,8,1,13.046,0.692,NULL,NULL,NULL,NULL,NULL,NULL
1844,9,1,10.819,0.817,NULL,NULL,NULL,NULL,NULL,NULL
1844,10,1,8.7,0.919,NULL,NULL,NULL,NULL,NULL,NULL
1844,11,1,4.401,1.327,NULL,NULL,NULL,NULL,NULL,NULL
1844,12,1,1.891,1.264,NULL,NULL,NULL,NULL,NULL,NULL
1845,1,1,2.661,1.364,NULL,NULL,NULL,NULL,NULL,NULL
1845,2,1,1.627,1.226,NULL,NULL,NULL,NULL,NULL,NULL
1845,3,1,4.651,0.882,NULL,NULL,NULL,NULL,NULL,NULL
1845,4,1,8.158,0.731,NULL,NULL,NULL,NULL,NULL,NULL
1845,5,1,10.433,0.772,NULL,NULL,NULL,NULL,NULL,NULL
1845,6,1,12.863,0.631,NULL,NULL,NULL,NULL,NULL,NULL
1845,7,1,14.319,0.725,NULL,NULL,NULL,NULL,NULL,NULL
1845,8,1,13.556,0.561,NULL,NULL,NULL,NULL,NULL,NULL
1845,9,1,11.234,0.536,NULL,NULL,NULL,NULL,NULL,NULL
1845,10,1,7.782,0.652,NULL,NULL,NULL,NULL,NULL,NULL
1845,11,1,5.194,1.155,NULL,NULL,NULL,NULL,NULL,NULL
1845,12,1,1.736,1.343,NULL,NULL,NULL,NULL,NULL,NULL
1846,1,1,3.213,1.47,NULL,NULL,NULL,NULL,NULL,NULL
1846,2,1,3.376,1.177,NULL,NULL,NULL,NULL,NULL,NULL
1846,3,1,6.314,1.031,NULL,NULL,NULL,NULL,NULL,NULL
1846,4,1,7.473,1.729,NULL,NULL,NULL,NULL,NULL,NULL
1846,5,1,10.896,0.844,NULL,NULL,NULL,NULL,NULL,NULL
1846,6,1,13.53,1.143,NULL,NULL,NULL,NULL,NULL,NULL
1846,7,1,14.923,0.737,NULL,NULL,NULL,NULL,NULL,NULL
1846,8,1,14.121,0.765,NULL,NULL,NULL,NULL,NULL,NULL
1846,9,1,11.738,0.716,NULL,NULL,NULL,NULL,NULL,NULL
1846,10,1,8.229,0.876,NULL,NULL,NULL,NULL,NULL,NULL
1846,11,1,5.044,1.039,NULL,NULL,NULL,NULL,NULL,NULL
1846,12,1,3.776,1.094,NULL,NULL,NULL,NULL,NULL,NULL
1847,1,1,2.753,1.269,NULL,NULL,NULL,NULL,NULL,NULL
1847,2,1,3.602,1.383,NULL,NULL,NULL,NULL,NULL,NULL
1847,3,1,4.046,1.583,NULL,NULL,NULL,NULL,NULL,NULL
1847,4,1,7.98,0.998,NULL,NULL,NULL,NULL,NULL,NULL
1847,5,1,10.622,0.752,NULL,NULL,NULL,NULL,NULL,NULL
1847,6,1,12.828,0.428,NULL,NULL,NULL,NULL,NULL,NULL
1847,7,1,14.25,0.6,NULL,NULL,NULL,NULL,NULL,NULL
1847,8,1,13.414,0.657,NULL,NULL,NULL,NULL,NULL,NULL
1847,9,1,11.619,0.528,NULL,NULL,NULL,NULL,NULL,NULL
1847,10,1,8.618,0.844,NULL,NULL,NULL,NULL,NULL,NULL
1847,11,1,5.574,0.778,NULL,NULL,NULL,NULL,NULL,NULL
1847,12,1,1.726,0.988,NULL,NULL,NULL,NULL,NULL,NULL
1848,1,1,0.51,1.341,NULL,NULL,NULL,NULL,NULL,NULL
1848,2,1,3.726,1.437,NULL,NULL,NULL,NULL,NULL,NULL
1848,3,1,4.806,0.967,NULL,NULL,NULL,NULL,NULL,NULL
1848,4,1,8.11,1.054,NULL,NULL,NULL,NULL,NULL,NULL
1848,5,1,10.58,0.584,NULL,NULL,NULL,NULL,NULL,NULL
1848,6,1,13.247,0.583,NULL,NULL,NULL,NULL,NULL,NULL
1848,7,1,14.466,0.613,NULL,NULL,NULL,NULL,NULL,NULL
1848,8,1,13.268,0.709,NULL,NULL,NULL,NULL,NULL,NULL
1848,9,1,10.997,0.623,NULL,NULL,NULL,NULL,NULL,NULL
1848,10,1,8.655,0.837,NULL,NULL,NULL,NULL,NULL,NULL
1848,11,1,5.29,0.748,NULL,NULL,NULL,NULL,NULL,NULL
1848,12,1,2.099,0.96,NULL,NULL,NULL,NULL,NULL,NULL
1849,1,1,1.941,1.308,NULL,NULL,NULL,NULL,NULL,NULL
1849,2,1,2.638,1.345,NULL,NULL,NULL,NULL,NULL,NULL
1849,3,1,5.302,1.06,NULL,NULL,NULL,NULL,NULL,NULL
1849,4,1,7.028,0.845,NULL,NULL,NULL,NULL,NULL,NULL
1849,5,1,10.159,0.644,NULL,NULL,NULL,NULL,NULL,NULL
1849,6,1,13,0.659,NULL,NULL,NULL,NULL,NULL,NULL
1849,7,1,14.458,0.678,NULL,NULL,NULL,NULL,NULL,NULL
1849,8,1,13.603,0.902,NULL,NULL,NULL,NULL,NULL,NULL
1849,9,1,11.093,0.568,NULL,NULL,NULL,NULL,NULL,NULL
1849,10,1,8.89,0.733,NULL,NULL,NULL,NULL,NULL,NULL
1849,11,1,5.778,1.313,NULL,NULL,NULL,NULL,NULL,NULL
1849,12,1,1.923,0.908,NULL,NULL,NULL,NULL,NULL,NULL
1850,1,1,0.749,1.105,8.242,1.738,-3.206,2.822,12.833,0.367
1850,2,1,3.071,1.275,9.97,3.007,-2.291,1.623,13.588,0.414
1850,3,1,4.954,0.955,10.347,2.401,-1.905,1.41,14.043,0.341
1850,4,1,7.217,0.665,12.934,1.004,1.018,1.329,14.667,0.267
1850,5,1,10.004,0.617,15.655,2.406,3.811,1.347,15.507,0.249
1850,6,1,13.15,0.614,18.946,2.817,7.106,0.857,16.353,0.245
1850,7,1,14.492,0.614,19.233,2.84,8.014,0.786,16.783,0.238
1850,8,1,14.039,0.802,18.477,2.079,7.406,1.086,16.718,0.28
1850,9,1,11.505,0.675,15.846,2.692,4.533,1.798,15.886,0.254
1850,10,1,8.091,0.863,13.189,2.338,2.013,2.133,14.831,0.297
