"DATE","Byproduct","Gross_farm_value","Net_farm_value","Wholesale_value","Retail_value","Total","Farm_wholesale","Wholesale_retail","All_fresh_beef_retail_value"
"November-97","22.0","161.5","139.5","160.2","278.0","138.5","20.7","117.8","253.4"
"December-97","20.9","157.4","136.5","155.6","280.9","144.4","19.1","125.3","254.8"
"January-98","17.4","153.2","135.8","154.2","275.3","139.5","18.4","121.1","253.2"
"February-98","17.7","145.7","128.0","148.5","272.0","144.0","20.5","123.5","252.7"
"March-98","19.2","149.1","129.9","147.0","273.1","143.2","17.1","126.1","256.3"
"April-98","18.7","155.1","136.4","151.6","278.2","141.8","15.2","126.6","255.4"
"May-98","18.7","155.8","137.1","157.0","277.4","140.3","19.9","120.4","254.5"
"June-98","18.0","152.8","134.8","154.5","278.7","143.9","19.7","124.2","251.7"
"July-98","16.3","144.9","128.6","154.0","278.5","149.9","25.4","124.5","251.9"
"August-98","15.9","142.0","126.1","160.6","279.4","153.3","34.5","118.8","255.1"
"September-98","15.4","140.0","124.6","153.2","274.2","149.6","28.6","121.0","250.0"
"October-98","15.9","146.8","130.9","156.4","275.0","144.1","25.5","118.6","251.9"
"November-98","16.2","147.7","131.5","158.1","280.0","148.5","26.6","121.9","252.9"
"December-98","16.7","142.2","125.5","150.4","283.6","158.1","24.9","133.2","254.1"
"January-99","15.9","146.0","130.1","156.3","279.1","149.0","26.2","122.8","256.5"
"February-99","15.7","148.5","132.8","153.7","278.0","145.2","20.9","124.3","258.0"
"March-99","15.4","155.3","139.9","160.3","276.9","137.0","20.4","116.6","258.3"
"April-99","15.2","156.3","141.1","166.1","283.9","142.8","25.0","117.8","259.0"
"May-99","14.6","154.2","139.6","171.3","283.2","143.6","31.7","111.9","257.2"
"June-99","14.5","156.6","142.1","178.1","287.2","145.1","36.0","109.1","260.0"
"July-99","15.4","154.0","138.6","171.5","289.3","150.7","32.9","117.8","259.8"
"August-99","15.7","156.1","140.4","175.8","289.0","148.6","35.4","113.2","258.1"
"September-99","16.8","157.7","140.9","177.3","289.4","148.5","36.4","112.1","260.5"
"October-99","17.5","165.9","148.4","183.1","295.4","147.0","34.7","112.3","269.7"
"November-99","18.1","167.8","149.7","180.5","300.0","150.3","30.8","119.5","263.7"
"December-99","18.2","166.1","147.9","181.8","301.8","153.8","33.9","119.9","265.4"
"January-00","17.5","163.5","146.0","177.5","294.7","148.7","31.5","117.2","265.7"
"February-00","17.1","163.6","146.5","174.5","293.6","147.1","28.0","119.2","270.1"
"March-00","17.2","171.4","154.2","183.3","297.9","143.7","29.1","114.6","270.8"
"April-00","17.3","176.2","158.9","191.0","305.4","146.5","32.1","114.4","272.5"
"May-00","16.8","170.1","153.2","193.8","308.8","155.5","40.6","115.0","274.3"
"June-00","16.4","165.7","149.2","190.7","311.5","162.3","41.5","120.8","278.6"
"July-00","17.3","162.0","144.7","179.6","310.0","165.3","34.9","130.4","279.5"
"August-00","17.9","156.4","138.5","172.6","309.9","171.5","34.1","137.3","280.2"
"September-00","19.3","155.8","136.6","168.6","313.0","176.5","32.0","144.4","280.9"
"October-00","19.7","163.3","143.6","174.4","311.8","168.2","30.8","137.4","280.6"
"November-00","19.9","172.3","152.4","182.8","310.3","157.8","30.3","127.5","279.6"
"December-00","20.4","183.8","163.5","197.6","310.1","146.6","34.1","112.5","280.4"
"January-01","20.5","188.2","167.7","202.5","321.4","153.7","34.8","118.9","291.1"
"February-01","19.8","190.8","171.0","201.5","334.2","163.2","30.5","132.7","296.2"
"March-01","20.7","190.7","170.0","202.7","334.3","164.3","32.7","131.6","298.5"
"April-01","22.1","186.9","164.8","201.7","343.2","178.4","36.9","141.5","299.4"
"May-01","20.4","180.1","159.7","204.3","343.8","184.1","44.6","139.5","301.4"
"June-01","19.7","177.4","157.7","198.3","347.6","189.9","40.6","149.3","304.7"
"July-01","19.4","170.0","150.7","185.9","345.4","194.7","35.3","159.5","302.9"
"August-01","18.7","167.4","148.7","188.1","339.3","190.6","39.4","151.2","301.7"
"September-01","17.6","164.5","146.9","186.6","337.6","190.8","39.8","151.0","301.2"
"October-01","17.2","159.5","142.3","180.4","338.0","195.7","38.1","157.6","303.1"
"November-01","16.4","152.7","136.3","174.3","337.6","201.3","38.0","163.4","303.5"
"December-01","15.6","153.4","137.8","177.3","330.3","192.5","39.5","153.0","303.3"
"January-02","15.5","160.9","145.4","175.2","330.8","185.4","29.8","155.5","305.1"
"February-02","15.9","171.0","155.1","188.2","330.5","175.4","33.1","142.3","307.9"
"March-02","17.3","172.9","155.6","188.6","329.8","174.2","33.0","141.1","306.3"
"April-02","16.3","161.9","145.6","182.8","333.5","187.9","37.2","150.7","306.5"
"May-02","16.0","157.4","141.4","180.7","333.5","192.1","39.3","152.8","309.0"
"June-02","16.9","155.5","138.6","178.7","330.0","191.4","40.1","151.3","302.0"
"July-02","16.6","152.0","135.4","172.4","328.9","193.5","37.0","156.4","301.9"
"August-02","16.9","151.8","134.9","174.0","334.5","199.6","39.1","160.5","304.2"
"September-02","17.8","157.1","139.2","175.4","329.4","190.1","36.1","154.0","299.9"
"October-02","17.8","157.3","139.5","175.2","325.8","186.3","35.7","150.6","306.5"
"November-02","18.1","168.5","150.4","182.2","334.0","183.6","31.8","151.9","305.6"
"December-02","18.3","174.9","156.6","191.1","337.8","181.2","34.5","146.7","307.4"
"January-03","18.9","187.1","168.3","200.4","339.7","171.5","32.1","139.4","308.6"
"February-03","19.5","192.4","172.9","200.8","348.0","175.0","27.9","147.1","315.7"
"March-03","19.3","185.8","166.4","197.1","356.8","190.3","30.7","159.7","319.5"
"April-03","18.9","189.9","171.0","207.2","364.8","193.8","36.3","157.6","318.5"
"May-03","17.3","189.7","172.4","219.9","361.4","189.0","47.5","141.5","317.5"
"June-03","16.8","183.6","166.8","219.4","365.6","198.8","52.6","146.1","326.6"
"July-03","18.3","181.9","163.7","202.8","365.4","201.7","39.2","162.5","328.9"
"August-03","19.1","192.5","173.4","217.6","373.5","200.1","44.2","155.9","330.4"
"September-03","19.7","210.9","191.2","242.6","370.9","179.7","51.4","128.3","334.1"
"October-03","21.5","237.5","216.0","271.5","393.3","177.3","55.5","121.8","340.0"
"November-03","24.4","241.6","217.2","257.4","431.7","214.5","40.2","174.3","362.5"
"December-03","24.6","220.7","196.1","237.0","424.3","228.2","40.9","187.3","370.2"
"January-04","21.0","193.1","172.1","212.8","400.5","228.5","40.8","187.7","361.3"
"February-04","19.9","189.3","169.4","198.5","398.9","229.5","29.1","200.4","360.3"
"March-04","20.3","205.6","185.3","218.2","397.1","211.8","32.9","178.8","355.2"
"April-04","18.4","206.0","187.6","244.1","405.7","218.1","56.5","161.5","354.3"
"May-04","18.4","210.3","192.0","241.3","405.5","213.5","49.3","164.2","362.5"
"June-04","19.9","213.8","194.0","229.6","417.3","223.3","35.6","187.7","368.7"
"July-04","20.8","203.1","182.3","216.3","417.9","235.6","34.0","201.6","368.5"
"August-04","20.0","202.1","182.1","213.9","411.3","229.2","31.8","197.4","363.6"
"September-04","19.9","198.4","178.5","207.5","408.2","229.7","28.9","200.8","361.9"
"October-04","19.0","204.0","184.9","212.7","402.1","217.1","27.8","189.3","360.0"
"November-04","20.1","207.0","186.9","208.5","405.7","218.8","21.6","197.2","360.3"
"December-04","19.6","209.8","190.2","222.9","408.1","217.8","32.6","185.2","357.8"
"January-05","18.9","215.1","196.2","231.4","408.5","212.3","35.3","177.0","359.6"
"February-05","19.3","212.9","193.7","222.4","412.8","219.1","28.7","190.4","367.4"
"March-05","19.6","218.4","198.8","233.6","421.4","222.6","34.8","187.8","375.6"
"April-05","19.7","221.0","201.3","243.4","425.5","224.2","42.2","182.1","369.5"
"May-05","19.0","214.4","195.3","242.9","426.1","230.8","47.5","183.2","373.2"
"June-05","19.9","202.2","182.3","217.5","418.4","236.1","35.1","201.0","370.1"
"July-05","19.4","193.1","173.7","204.5","399.3","225.7","30.8","194.8","360.1"
"August-05","19.1","194.0","174.9","207.1","399.2","224.3","32.2","192.1","360.3"
"September-05","19.9","204.1","184.2","214.7","392.4","208.2","30.5","177.7","357.5"
"October-05","19.6","211.5","191.9","224.3","397.6","205.7","32.4","173.3","353.9"
"November-05","19.8","217.7","197.8","231.0","401.9","204.0","33.1","170.9","361.2"
"December-05","19.8","231.6","211.8","244.2","406.0","194.2","32.4","161.8","364.5"
"January-06","19.8","227.0","207.1","241.3","406.9","199.8","34.2","165.6","364.7"
"February-06","19.3","215.6","196.3","232.4","405.9","209.6","36.1","173.5","361.8"
"March-06","18.6","206.5","187.8","226.4","401.1","213.3","38.6","174.7","367.1"
"April-06","17.6","196.5","178.9","220.8","402.0","223.1","41.9","181.3","361.3"
"May-06","16.6","189.7","173.2","229.3","395.1","221.9","56.1","165.8","359.1"
"June-06","17.1","198.0","180.9","237.8","392.1","211.3","56.9","154.3","360.8"
"July-06","17.9","195.0","177.1","228.4","387.8","210.7","51.3","159.4","353.6"
"August-06","19.1","203.4","184.3","227.2","397.6","213.3","42.9","170.4","361.3"
"September-06","20.6","216.7","196.0","224.9","392.6","196.6","28.9","167.7","357.9"
"October-06","20.6","213.1","192.6","225.0","394.7","202.1","32.4","169.7","362.3"
"November-06","21.4","209.4","188.0","222.9","396.3","208.3","34.9","173.4","364.9"
"December-06","21.8","207.1","185.3","221.6","392.1","206.8","36.4","170.4","361.7"
"January-07","22.0","209.6","187.6","230.9","394.0","206.4","43.4","163.0","363.4"
"February-07","22.9","215.9","193.0","231.5","405.0","212.0","38.6","173.4","369.6"
"March-07","23.7","231.7","208.0","246.0","418.4","210.4","38.1","172.4","372.0"
"April-07","24.0","234.4","210.4","251.9","428.5","218.1","41.5","176.6","376.7"
"May-07","24.7","231.1","206.4","246.9","429.7","223.3","40.5","182.8","381.1"
"June-07","25.5","214.9","189.5","224.4","421.5","232.0","34.9","197.1","380.5"
"July-07","25.5","216.3","190.7","218.1","414.3","223.5","27.3","196.2","379.1"
"August-07","25.2","221.4","196.1","222.9","415.9","219.8","26.7","193.0","382.1"
"September-07","25.9","227.0","201.1","226.6","422.7","221.6","25.5","196.1","384.5"
"October-07","26.1","222.4","196.3","222.0","413.0","216.7","25.7","191.0","377.3"
"November-07","26.8","225.0","198.2","223.6","415.9","217.7","25.5","192.3","383.5"
"December-07","25.4","222.3","196.9","228.1","411.3","214.4","31.2","183.2","379.3"
"January-08","26.3","220.9","194.6","224.8","410.0","215.4","30.2","185.3","382.5"
"February-08","27.6","219.8","192.2","228.8","418.6","226.4","36.6","189.8","387.7"
"March-08","28.2","214.6","186.4","220.7","420.5","234.1","34.3","199.8","390.9"
"April-08","26.9","214.1","187.2","225.9","417.2","230.0","38.8","191.3","383.9"
"May-08","26.6","225.5","198.9","239.3","424.1","225.2","40.4","184.8","390.2"
"June-08","28.3","229.4","201.1","243.1","429.6","228.4","42.0","186.5","393.5"
"July-08","29.5","236.6","207.1","255.2","434.0","226.9","48.1","178.8","399.1"
"August-08","29.5","237.5","208.0","248.3","452.6","244.6","40.3","204.3","409.0"
"September-08","29.5","236.7","207.2","244.3","450.9","243.7","37.2","206.5","411.2"
"October-08","26.1","220.2","194.1","228.5","451.1","257.0","34.4","222.6","410.9"
"November-08","20.2","218.3","198.0","237.5","443.3","245.2","39.5","205.7","401.2"
"December-08","15.7","204.2","188.5","224.1","437.5","249.0","35.6","213.4","400.0"
"January-09","16.4","199.6","183.2","228.4","432.3","249.0","45.2","203.8","392.7"
"February-09","17.2","196.3","179.1","211.0","436.8","257.6","31.9","225.8","400.8"
"March-09","15.7","197.5","181.8","209.4","430.0","248.2","27.6","220.6","394.7"
"April-09","16.1","208.1","192.0","223.1","427.3","235.3","31.2","204.2","393.2"
"May-09","17.2","203.3","186.1","225.2","433.5","247.3","39.0","208.3","391.6"
"June-09","19.1","196.5","177.5","215.9","427.7","250.2","38.4","211.8","389.4"
"July-09","19.2","198.7","179.6","215.4","417.9","238.4","35.9","202.5","379.0"
"August-09","22.5","198.8","176.3","218.5","421.6","245.3","42.2","203.1","382.1"
"September-09","22.9","202.7","179.8","216.9","413.2","233.3","37.1","196.3","383.9"
"October-09","21.0","203.1","182.2","212.1","414.5","232.4","29.9","202.4","385.2"
"November-09","22.6","202.7","180.1","216.9","430.4","250.3","36.8","213.5","390.4"
"December-09","23.1","197.2","174.0","213.4","428.1","254.1","39.4","214.7","388.4"
"January-10","22.9","204.0","181.2","220.4","417.3","236.1","39.3","196.8","386.7"
"February-10","24.6","215.7","191.1","221.0","418.6","227.5","29.9","197.6","392.0"
"March-10","25.3","228.0","202.6","239.5","430.4","227.7","36.8","190.9","395.8"
"April-10","25.5","236.8","211.3","257.1","443.6","232.3","45.8","186.5","402.7"
"May-10","25.6","236.8","211.2","259.2","445.7","234.5","48.0","186.5","399.8"
"June-10","27.1","235.2","208.1","240.5","447.2","239.1","32.4","206.7","406.1"
"July-10","26.0","223.6","197.6","237.7","441.5","243.9","40.1","203.8","403.8"
"August-10","26.9","231.8","204.9","240.9","435.3","230.3","35.9","194.4","401.5"
"September-10","27.2","233.7","206.5","244.7","441.8","235.2","38.2","197.1","404.8"
"October-10","29.6","236.9","207.4","239.5","447.8","240.4","32.1","208.3","409.8"
"November-10","30.0","239.2","209.2","243.9","448.8","239.6","34.7","204.9","410.9"
"December-10","31.4","247.9","216.6","248.5","443.0","226.5","32.0","194.5","411.6"
"January-11","32.6","254.5","221.9","256.9","452.1","230.2","35.0","195.2","425.5"
"February-11","33.7","260.6","226.9","259.1","458.3","231.4","32.2","199.2","434.8"
"March-11","34.8","277.4","242.6","278.0","472.5","229.9","35.4","194.5","444.0"
"April-11","36.1","287.5","251.4","286.0","479.4","228.0","34.6","193.4","444.4"
"May-11","34.8","264.7","229.9","270.6","483.7","253.8","40.7","213.1","444.3"
"June-11","34.5","257.2","222.7","267.4","478.0","255.3","44.7","210.6","443.3"
"July-11","35.5","266.4","230.9","270.9","476.7","245.8","40.0","205.8","444.9"
"August-11","35.1","272.7","237.6","275.6","486.8","249.2","37.9","211.2","448.0"
"September-11","36.1","282.0","245.8","278.2","491.4","245.6","32.3","213.3","444.6"
"October-11","29.6","288.8","259.2","282.4","493.3","234.1","23.2","210.9","449.6"
"November-11","32.9","296.4","263.4","293.9","500.1","236.7","30.5","206.3","449.5"
"December-11","32.7","290.3","257.6","290.8","501.6","244.0","33.1","210.9","455.3"
"January-12","34.2","295.5","261.3","284.7","509.3","248.0","23.3","224.7","463.0"
"February-12","35.5","301.7","266.2","290.1","504.5","238.3","23.9","214.4","463.3"
"March-12","37.2","304.3","267.1","290.1","505.3","238.1","22.9","215.2","467.1"
"April-12","36.4","290.9","254.5","279.3","498.6","244.1","24.8","219.4","462.3"
"May-12","35.6","290.6","255.0","293.0","496.5","241.5","38.0","203.6","467.8"
"June-12","32.8","286.3","253.6","300.4","493.2","239.6","46.8","192.8","470.7"
"July-12","33.9","277.3","243.4","282.3","501.3","257.9","38.8","219.1","471.5"
"August-12","35.4","288.6","253.3","284.5","494.5","241.2","31.2","209.9","470.0"
"September-12","36.3","300.2","263.9","292.4","494.1","230.2","28.6","201.7","464.8"
"October-12","34.9","301.9","267.0","296.3","500.4","233.3","29.3","204.0","475.8"
"November-12","33.7","302.7","269.0","297.1","510.9","242.0","28.1","213.8","479.7"
"December-12","34.2","301.2","267.0","296.9","507.8","240.7","29.9","210.8","476.4"
"January-13","35.4","299.3","263.8","292.0","520.6","256.7","28.1","228.6","491.2"
"February-13","37.6","300.3","262.8","280.4","517.9","255.1","17.6","237.5","490.9"
"March-13","37.2","303.6","266.5","295.4","526.3","259.9","29.0","230.9","491.8"
"April-13","38.4","305.9","267.5","291.4","522.4","254.9","23.9","231.0","486.3"
"May-13","35.4","305.9","270.5","313.7","522.6","252.1","43.2","208.9","487.6"
"June-13","36.8","301.5","264.7","304.8","527.4","262.7","40.1","222.6","491.6"
"July-13","36.7","284.7","248.0","290.3","533.1","285.1","42.3","242.7","495.5"
"August-13","35.4","288.0","252.6","294.2","535.1","282.5","41.6","240.8","496.5"
"September-13","36.2","300.4","264.2","296.1","529.4","265.2","31.9","233.3","492.7"
"October-13","35.1","309.6","274.4","309.8","535.5","261.0","35.3","225.7","497.2"
"November-13","37.8","315.3","277.5","308.6","540.9","263.4","31.1","232.3","500.7"
"December-13","39.0","317.3","278.2","305.0","536.0","257.8","26.7","231.1","503.7"
"January-14","43.1","340.2","297.1","337.8","534.6","237.4","40.7","196.8","504.5"
"February-14","40.0","350.4","310.4","327.7","557.5","247.1","17.3","229.9","527.1"
"March-14","39.4","359.6","320.2","364.1","572.0","251.9","43.9","208.0","534.7"
"April-14","41.7","353.3","311.6","348.2","587.1","275.5","36.5","239.0","548.2"
"May-14","39.7","344.5","304.9","348.3","591.3","286.5","43.4","243.0","546.6"
"June-14","39.5","358.5","319.0","360.3","591.7","272.7","41.3","231.4","550.8"
"July-14","39.5","378.4","338.9","385.1","595.1","256.3","46.2","210.0","555.0"
"August-14","40.5","377.0","336.5","388.2","624.0","287.5","51.7","235.8","579.9"
"September-14","42.5","387.5","345.1","375.6","625.6","280.6","30.5","250.0","590.8"
"October-14","42.0","395.0","353.0","377.3","624.1","271.1","24.3","246.8","593.5"
"November-14","43.3","410.3","367.0","386.4","630.3","263.3","19.3","243.9","591.1"
"December-14","41.2","391.5","350.3","377.5","631.0","280.7","27.3","253.4","598.2"
"January-15","38.8","394.5","355.7","388.8","633.3","277.6","33.1","244.5","598.6"
"February-15","37.9","383.7","345.8","368.9","627.0","281.2","23.1","258.1","601.7"
"March-15","37.5","389.8","352.3","378.4","630.9","278.6","26.1","252.5","606.1"
"April-15","34.8","387.6","352.8","393.6","640.2","287.4","40.8","246.6","603.5"
"May-15","33.8","385.7","351.9","397.6","641.2","289.2","45.7","243.6","605.3"
"June-15","31.8","362.8","331.1","382.4","640.6","309.6","51.4","258.2","610.5"
"July-15","30.2","357.1","326.8","365.6","636.5","309.7","38.8","270.9","614.7"
"August-15","30.9","358.8","327.9","369.8","632.8","305.0","42.0","263.0","608.3"
"September-15","29.3","326.5","297.2","348.8","623.0","325.9","51.6","274.2","605.9"
"October-15","28.0","320.2","292.2","325.9","623.1","330.9","33.6","297.2","603.7"
"November-15","26.3","308.0","281.7","324.0","620.9","339.2","42.3","296.9","598.9"
"December-15","26.2","299.3","273.0","309.5","597.2","324.1","36.4","287.7","587.9"
"January-16","24.9","322.9","297.9","349.9","597.5","299.6","51.9","247.7","575.2"
"February-16","26.5","324.1","297.6","333.7","598.6","301.0","36.1","264.9","578.8"
"March-16","27.5","327.3","299.8","343.8","622.3","322.5","44.1","278.4","583.7"
"April-16","28.4","313.8","285.4","334.4","610.5","325.1","49.0","276.0","579.2"
"May-16","27.7","312.5","284.8","332.0","608.1","323.3","47.2","276.2","582.5"
"June-16","26.4","295.3","268.9","336.3","620.0","351.1","67.4","283.7","584.7"
"July-16","27.0","281.9","255.0","312.0","609.0","354.0","57.1","297.0","577.5"
"August-16","26.9","279.8","252.9","305.4","591.5","338.6","52.5","286.2","578.9"
"September-16","25.6","253.0","227.4","288.3","586.8","359.4","60.9","298.5","574.6"
"October-16","25.6","244.1","218.5","280.2","573.7","355.2","61.7","293.5","563.2"
"November-16","27.7","262.4","234.7","285.9","576.4","341.7","51.2","290.5","559.0"
"December-16","27.4","272.4","245.0","299.5","562.2","317.2","54.5","262.7","552.3"
"January-17","29.6","288.3","258.7","298.1","566.2","307.5","39.3","268.1","549.3"
"February-17","30.4","291.7","261.2","293.5","584.0","322.8","32.3","290.5","552.0"
"March-17","28.1","303.6","275.5","331.4","590.4","314.9","55.9","259.0","554.8"
"April-17","29.5","313.8","284.3","327.5","593.3","309.0","43.2","265.8","556.9"
"May-17","27.0","330.3","303.3","371.5","614.0","310.7","68.2","242.5","562.7"
"June-17","26.0","316.1","290.1","373.6","620.7","330.6","83.5","247.0","579.9"
"July-17","27.0","285.5","258.5","324.7","610.0","351.6","66.2","285.4","583.2"
"August-17","25.3","266.5","241.1","304.6","597.0","355.9","63.4","292.5","576.0"
"September-17","24.3","257.1","232.8","295.5","578.2","345.4","62.7","282.7","570.8"
"October-17","23.9","270.9","247.0","304.9","575.5","328.5","57.9","270.6","562.3"
"November-17","24.9","292.4","267.5","320.6","580.7","313.2","53.1","260.1","562.9"
"December-17","25.6","287.2","261.7","311.7","580.3","318.6","50.0","268.6","564.5"
"January-18","25.5","294.0","268.6","319.1","575.8","307.2","50.5","256.7","555.6"
"February-18","25.4","306.5","281.0","327.5","582.8","301.7","46.5","255.2","554.9"
"March-18","23.8","299.4","275.6","342.2","587.1","311.4","66.6","244.8","561.1"
"April-18","22.1","288.3","266.2","335.2","606.0","339.9","69.0","270.8","575.3"
"May-18","21.2","288.8","267.6","351.5","596.4","328.9","83.9","245.0","568.3"
"June-18","19.9","262.9","243.0","338.7","597.8","354.8","95.7","259.1","578.8"
"July-18","21.4","269.0","247.6","316.3","602.0","354.4","68.7","285.7","577.6"
"August-18","20.8","266.0","245.2","320.7","608.2","363.0","75.5","287.5","579.1"
"September-18","20.9","264.7","243.9","316.1","593.5","349.6","72.2","277.4","572.5"
"October-18","20.9","270.9","250.0","319.3","584.0","334.0","69.3","264.8","567.5"
"November-18","21.6","280.7","259.1","328.7","591.1","332.0","69.7","262.4","570.7"
"December-18","21.4","286.8","265.4","327.3","583.3","317.9","61.9","256.0","564.2"
"January-19","22.0","295.8","273.8","329.5","586.0","312.2","55.7","256.5","569.9"
"February-19","22.1","299.2","277.1","333.7","590.0","312.9","56.6","256.3","566.9"
"March-19","21.7","305.4","283.8","348.4","606.8","323.0","64.7","258.4","574.0"
"April-19","21.0","300.1","279.1","352.8","610.2","331.2","73.7","257.5","580.9"
"May-19","19.0","279.0","260.0","342.5","617.3","357.3","82.5","274.8","590.6"
"June-19","17.9","261.7","243.8","339.0","614.7","370.9","95.2","275.8","584.8"
"July-19","19.6","268.8","249.2","329.1","614.7","365.5","80.0","285.5","590.1"
"August-19","18.1","254.0","235.9","352.3","607.4","371.6","116.4","255.1","584.6"
"September-19","17.8","240.9","223.2","338.9","600.6","377.4","115.7","261.8","578.6"
"October-19","18.8","259.2","240.4","336.5","589.2","348.9","96.1","252.7","580.4"
"November-19","18.7","273.6","254.9","362.3","606.5","351.5","107.3","244.2","586.2"
"December-19","21.5","288.5","267.0","332.8","609.0","342.1","65.9","276.2","596.2"
"January-20","22.7","296.4","273.7","324.5","605.9","332.1","50.8","281.4","593.8"
"February-20","22.5","284.5","262.0","317.8","604.5","342.4","55.7","286.7","593.5"
"March-20","18.5","269.5","251.0","348.9","604.6","353.6","97.9","255.7","596.1"
"April-20","13.9","248.3","234.4","402.0","644.4","409.9","167.5","242.4","622.2"
"May-20","8.8","258.0","249.1","638.6","758.5","509.4","389.5","119.9","704.5"
"June-20","14.5","249.4","234.9","370.0","755.8","520.9","135.1","385.7","738.2"
"July-20","15.1","228.9","213.9","311.3","683.8","470.0","97.4","372.5","674.3"
"August-20","17.1","258.7","241.6","331.7","649.2","407.6","90.1","317.5","637.7"
"September-20","16.9","249.9","233.0","336.7","637.1","404.1","103.8","300.4","627.9"
"October-20","18.8","257.2","238.4","322.9","635.4","397.0","84.5","312.4","624.3"
"November-20","18.1","263.7","245.6","348.8","634.1","388.5","103.2","285.3","626.3"
"December-20","20.0","264.1","244.1","332.9","629.3","385.2","88.8","296.3","622.6"
"January-21","21.6","270.0","248.4","330.6","640.7","392.4","82.2","310.1","629.2"
"February-21","21.6","273.5","251.9","359.3","641.4","389.5","107.4","282.1","630.4"
"March-21","22.9","274.2","251.3","355.8","648.2","396.9","104.5","292.4","638.5"
"April-21","21.8","287.6","265.8","421.5","675.5","409.8","155.7","254.0","647.9"
"May-21","20.7","284.0","263.3","480.8","696.2","432.9","217.6","215.4","673.4"
"June-21","21.4","288.6","267.1","487.4","746.5","479.4","220.3","259.1","710.7"
"July-21","25.8","284.9","259.1","414.0","752.9","493.8","155.0","338.9","710.2"
"August-21","24.8","291.2","266.3","486.5","763.9","497.5","220.1","277.4","714.1"
"September-21","26.0","296.8","270.8","483.6","787.1","516.2","212.8","303.4","739.7"
"October-21","30.4","298.9","268.5","428.3","790.1","521.5","159.8","361.8","754.8"
"November-21","32.5","320.4","288.0","428.5","785.4","497.4","140.6","356.8","752.2"
"December-21","32.3","332.2","300.0","402.0","766.3","466.4","102.0","364.3","734.6"
"January-22","30.3","328.6","298.3","427.0","762.6","464.3","128.7","335.6","727.7"
"February-22","32.8","339.3","306.5","411.6","761.7","455.2","105.1","350.1","728.0"
"March-22","33.1","331.8","298.7","390.3","768.5","469.8","91.6","378.3","736.4"
"April-22","31.9","333.7","301.8","405.5","773.5","471.6","103.6","368.0","737.4"
"May-22","35.0","349.5","314.5","391.7","767.5","453.0","77.2","375.7","737.4"
"June-22","32.5","328.9","296.4","403.2","766.0","469.5","106.7","362.8","735.0"
"July-22","32.1","326.6","294.5","404.5","761.9","467.4","110.0","357.4","734.0"
"August-22","33.6","336.0","302.4","397.5","757.6","455.2","95.1","360.1","732.4"
"September-22","38.7","341.6","302.9","380.5","760.1","457.1","77.6","379.6","732.4"
"October-22","42.7","355.2","312.5","378.7","742.2","429.6","66.1","363.5","724.8"
"November-22","38.9","364.2","325.2","389.2","736.5","411.3","64.0","347.3","714.9"
"December-22","38.6","373.4","334.8","394.8","745.0","410.2","60.0","350.2","716.7"
"January-23","35.1","374.6","339.6","418.4","757.3","417.7","78.8","338.9","719.9"
"February-23","35.2","388.5","353.3","414.4","758.6","405.3","61.2","344.2","722.7"
"March-23","33.9","394.7","360.9","430.1","764.1","403.2","69.2","334.0","722.8"
"April-23","33.8","417.8","384.0","454.9","785.3","401.3","70.9","330.4","732.6"
"May-23","32.7","410.0","377.3","461.3","808.2","430.9","84.0","346.9","750.2"
"June-23","32.5","432.3","399.8","502.5","813.8","414.0","102.7","311.3","757.5"
"July-23","35.5","431.2","395.7","468.2","830.8","435.1","72.5","362.6","779.3"
"August-23","36.2","430.8","394.6","467.5","822.5","428.0","72.9","355.1","781.8"
"September-23","36.9","436.7","399.8","462.6","818.1","418.3","62.8","355.5","781.9"
"October-23","35.6","439.1","403.4","458.7","816.6","413.1","55.3","357.9","794.2"
"November-23","33.2","427.7","394.5","453.4","803.9","409.4","58.9","350.5","788.7"
"December-23","30.2","410.0","379.8","443.0","801.1","421.3","63.2","358.1","784.9"
